"last_name","first_name","name","team","player_id","year","HR.","BB.","AVG","SLG","OBP","RBI.PA","CSSB.","SB.","DPTP.","SacBunt.","SweetSpot.","Barrel.","HPto1B","SprintSpeed"
"Rosario"," Eddie","Eddie Rosario","CLE",592696,2021,0.405433969,-0.312451564,0.68962663,0.683328164,0.352181928,1.151057059,0.897512027,0.931453627,-0.468357218,0.113000596,0.385967506,-0.056693439,-0.779921163,0.265808383
"Sampson"," Adrian","Adrian Sampson","CHC",592716,2021,-1.143454263,-1.824891613,-2.728452204,-2.340454516,-3.041802126,-1.804190212,-0.629532178,-0.57571644,-1.071443357,1.74447806,-0.654054815,-1.19977291,0.010072783,-0.002291049
"Sanchez"," Aaron","Aaron Sanchez","SF",592717,2021,-1.143454263,-1.824891613,-2.728452204,-2.340454516,-3.041802126,-1.804190212,-0.629532178,-0.57571644,-1.071443357,-0.702738134,-3.449813742,-1.19977291,0.010072783,-0.002291049
"Simmons"," Andrelton","Andrelton Simmons","MIN",592743,2021,-0.838134252,-0.120395685,0.214526869,-0.435818989,0.116955311,-0.454343342,-0.522469581,-0.441228366,0.870289051,1.132674011,-0.195550351,-1.08352754,0.372153341,-0.304615939
"Smith"," Caleb","Caleb Smith","ARI",592761,2021,-1.143454263,-0.864612217,-1.527505587,-1.395087977,-1.249599325,-1.804190212,2.77457658,3.700399055,-1.071443357,1.74447806,-0.967179815,-1.19977291,-0.220342118,0.151723519
"Smyly"," Drew","Drew Smyly","ATL",592767,2021,-1.143454263,-1.824891613,-1.765055467,-1.833015124,-2.2577134,-1.804190212,-0.629532178,-0.57571644,-1.071443357,1.74447806,-1.582246779,-1.19977291,2.281305375,-2.072931338
"Velasquez"," Vince","Vince Velasquez","SD",592826,2021,-1.143454263,-0.216423625,-1.580294449,-1.73569798,-1.552033547,0.159619263,-0.629532178,-0.57571644,-1.071443357,1.74447806,-1.090193208,-1.19977291,0.240487683,-0.304615939
"Walker"," Taijuan","Taijuan Walker","NYM",592836,2021,-1.143454263,-1.344751915,-1.329547353,-1.603624713,-1.507228477,-1.419129533,-0.629532178,-0.57571644,0.144352616,1.74447806,-0.654054815,-1.19977291,-0.319091361,0.265808383
"Wilkerson"," Stevie","Stevie Wilkerson","BAL",592859,2021,-1.143454263,-0.888619202,-0.524517203,-0.894599809,-0.678334682,-1.287398254,1.068701171,1.55754147,-1.071443357,-0.702738134,0.274137149,-1.19977291,-0.220342118,0.151723519
"Williams"," Mason","Mason Williams","NYM",592863,2021,0.127170486,0.767862756,0.069357498,-0.02569674,0.284974323,-1.273430895,0.609564649,-0.57571644,0.660144809,-0.702738134,-0.184367315,-0.38605532,-0.055760046,-0.019403778
"Williams"," Trevor","Trevor Williams","NYM",592866,2021,-1.143454263,-0.960640157,-0.089009089,-0.950209605,-0.64473088,-1.10282968,-0.629532178,-0.57571644,-1.071443357,1.74447806,-2.208496778,-1.19977291,4.684203626,-3.670119441
"Yelich"," Christian","Christian Yelich","MIL",592885,2021,-0.197650868,1.704135167,0.544457258,0.252352242,1.013056711,0.304321013,0.3207279,0.319544732,-0.355373074,-0.702738134,-0.162001244,0.272668443,-0.714088334,0.893275137
"Merrifield"," Whit","Whit Merrifield","KC",593160,2021,-0.511969064,-0.480500459,0.92717651,0.405279182,0.508999674,0.214169531,1.995437768,2.421910958,-0.038749208,-0.702738134,1.023400541,-0.521674918,-0.812837577,1.064402434
"Martinez"," Carlos","Carlos Martinez","STL",593372,2021,-1.143454263,-1.824891613,-1.633083312,-1.471551447,-2.145700725,-1.804190212,-0.629532178,-0.57571644,-1.071443357,1.74447806,-1.213206601,-1.19977291,0.010072783,-0.002291049
"Bogaerts"," Xander","Xander Bogaerts","BOS",593428,2021,0.679616052,0.647827832,1.164726391,1.086499188,1.102666851,0.768628179,-0.263351328,-0.192397408,0.332812456,-0.702738134,0.564896077,0.640778781,-0.91158682,0.551020544
"Bonifacio"," Jorge","Jorge Bonifacio","PHI",593528,2021,-1.143454263,0.167688134,-1.527505587,-1.707893082,-1.171190452,1.468825587,-0.629532178,-0.57571644,-1.071443357,-0.702738134,-1.213206601,-1.19977291,0.010072783,-0.002291049
"Rivas"," Webster","Webster Rivas","SD",593590,2021,0.089799194,0.671834817,0.188132438,0.009059383,0.307376858,-0.784029445,-0.629532178,-0.57571644,3.970533994,1.74447806,-0.497492315,-0.463552233,0.734233899,-0.760955397
"Alberto"," Hanser","Hanser Alberto","KC",593643,2021,-0.795482344,-1.440779855,0.834796001,0.453937754,0.161760381,0.044101058,0.303995521,0.362413936,-0.834337898,0.928739329,0.195855899,-0.327932635,-0.38492419,0.037638654
"Polanco"," Jorge","Jorge Polanco","MIN",593871,2021,1.209794658,-0.14440267,0.821598786,1.156011434,0.576207279,1.18421551,0.483285327,0.328794278,-0.682719484,-0.702738134,0.587262148,0.757024151,-1.109085307,0.722147841
"Sano"," Miguel","Miguel Sano","MIN",593934,2021,1.532968097,0.839883711,0.214526869,0.898816126,0.452993336,0.964338191,-0.383428309,-0.369618722,0.509091362,-0.702738134,0.162306791,2.229465504,0.635484656,-0.133488643
"Difo"," Wilmer","Wilmer Difo","PIT",594694,2021,-0.37759825,0.167688134,0.821598786,0.328815712,0.643414884,0.159619263,-0.457084931,-0.359094586,-0.549594869,-0.702738134,0.117574649,-0.38605532,-0.845753992,1.064402434
"Calhoun"," Kole","Kole Calhoun","ARI",594777,2021,0.119516136,0.143681149,0.372893456,0.252352242,0.284974323,0.030137312,-0.377627872,-0.259283568,-0.382980572,-0.702738134,0.810922862,0.020803475,0.569651827,-1.160252423
"deGrom"," Jacob","Jacob deGrom","NYM",594798,2021,-1.143454263,-1.824891613,2.075334265,0.398327958,1.035459246,1.766372474,-0.629532178,-0.57571644,-1.071443357,-0.702738134,1.213512148,-1.19977291,-0.91158682,0.893275137
"Duvall"," Adam","Adam Duvall","MIA",594807,2021,1.962517373,-0.312451564,0.280512947,1.072596739,0.105754043,2.194196655,-0.192982054,-0.027338323,-0.291722372,-0.702738134,0.274137149,1.861355165,-0.450757019,1.064402434
"Eaton"," Adam","Adam Eaton","CWS",594809,2021,-0.152967254,-0.000360761,-0.075811874,-0.067404087,0.072150241,0.241444665,-0.119324031,0.065188161,0.278377339,1.255034821,-0.17318428,-0.366681092,-1.043252478,0.722147841
"Gosselin"," Phil","Phil Gosselin","LAA",594838,2021,-0.292688121,-0.28844458,0.716021061,0.175888772,0.475395871,0.670315026,0.068019175,0.008442364,-0.574552845,-0.702738134,-0.072536958,-0.541049147,-0.977419649,1.406657028
"Schebler"," Scott","Scott Schebler","LAA",594988,2021,-1.143454263,-1.824891613,-0.788461515,-0.706916746,-1.395215802,-1.804190212,-0.629532178,-0.57571644,-1.071443357,-0.702738134,2.466012147,-0.056693439,-0.38492419,0.322850815
"Kiermaier"," Kevin","Kevin Kiermaier","TB",595281,2021,-0.661493141,0.215702103,0.68962663,0.35662061,0.632213616,0.058911088,0.860696795,0.627693178,-0.414634039,-0.702738134,-0.139635173,-0.424803777,-1.504082279,1.406657028
"Knapp"," Andrew","Andrew Knapp","PHI",595284,2021,-0.565100942,-0.312451564,-0.722475437,-0.852892462,-0.64473088,-0.445579882,-0.629532178,-0.57571644,-0.677357755,0.520869963,-0.32974678,-0.521674918,-0.417840604,0.379893247
"Wallach"," Chad","Chad Wallach","MIA",595453,2021,-1.143454263,-0.744577293,-0.089009089,-0.48447756,-0.331095389,-0.018908869,-0.629532178,-0.57571644,-0.119069837,-0.702738134,0.274137149,-0.560423375,1.557144259,-1.502507016
"Alfaro"," Jorge","Jorge Alfaro","MIA",595751,2021,-0.574903524,-0.984647142,0.491668396,0.036864281,0.128156578,0.090159774,0.762852075,0.979004972,0.478181318,-0.702738134,-0.363295887,0.388913813,-0.417840604,0.95031757
"Profar"," Jurickson","Jurickson Profar","SD",595777,2021,-0.668319781,1.03193959,0.267315731,-0.116062659,0.632213616,-0.231236028,0.881882443,0.690005639,0.871074816,0.113000596,-0.027804816,-0.676668745,-0.220342118,-0.247573507
"Baez"," Javier","Javier Baez","CHC",595879,2021,1.445886633,-0.600535383,0.768809923,1.093450413,0.520200941,1.31923619,1.170900168,1.194259956,0.294510641,-0.702738134,0.207038934,1.396373686,-0.812837577,1.064402434
"Cave"," Jake","Jake Cave","MIN",595909,2021,-0.376430776,-0.480500459,-0.234178461,-0.303745722,-0.275089052,-0.369947334,-0.010124674,-0.186678052,-1.071443357,1.74447806,0.889204112,-0.076067667,-0.483673433,0.665105409
"Evans"," Phillip","Phillip Evans","PIT",595943,2021,-0.163766946,0.887897681,-0.009825796,-0.262038375,0.452993336,-0.532086907,-0.452842213,-0.353765041,-0.27038151,-0.702738134,-0.598139637,-0.366681092,-0.352007776,0.493978112
"Gallagher"," Cam","Cam Gallagher","KC",595956,2021,-0.769073771,-0.264437595,0.57085169,-0.046550414,0.206565451,-0.695588087,-0.629532178,-0.57571644,-0.051043169,0.928739329,0.553713041,-1.19977291,0.9646488,-1.160252423
"Hedges"," Austin","Austin Hedges","CLE",595978,2021,0.322651233,-0.672556338,-0.379347832,-0.199477354,-0.633529612,0.147030734,-0.426544179,-0.320730424,0.327147072,1.010313201,-0.340929815,-0.463552233,1.326729358,-1.274337287
"Heineman"," Scott","Scott Heineman","CIN",595981,2021,1.651920226,0.287723058,-1.408730647,-0.25508715,-0.73434102,-0.071417148,-0.629532178,-0.57571644,0.833303626,-0.702738134,-0.463943208,1.376999457,-1.010336063,1.007360002
"Lindor"," Francisco","Francisco Lindor","NYM",596019,2021,0.711882795,0.839883711,0.306907378,0.52345,0.531402209,0.556878439,0.510900056,0.447546983,-0.18649451,0.928739329,0.53134697,0.388913813,-0.648255505,0.608062976
"Nogowski Jr."," John","John Nogowski Jr.","ATL",596056,2021,-0.818410719,0.191695119,0.346499025,-0.185574905,0.329779393,0.118420465,-0.313187249,-0.57571644,-0.185514517,-0.702738134,0.799739827,-1.19977291,0.602568242,-0.932082694
"Odor"," Rougned","Rougned Odor","NYY",596059,2021,0.809835358,-0.024367746,-0.062614658,0.294059589,0.150559113,0.317376811,-0.497186013,-0.57571644,-0.539060665,1.74447806,-0.139635173,0.543907639,-0.319091361,-0.019403778
"Slater"," Austin","Austin Slater","SF",596103,2021,0.692923111,0.383750998,0.452076749,0.59991347,0.542603476,0.249466748,1.873488962,2.044452377,0.388399221,-0.702738134,0.732641613,0.640778781,-0.582422676,1.007360002
"Story"," Trevor","Trevor Story","COL",596115,2021,0.769729771,0.311730043,0.584048905,0.933572248,0.643414884,0.67119988,1.178990264,1.171821246,-0.310993021,-0.702738134,0.262954113,0.679527238,-0.845753992,1.121444866
"Stubbs"," Garrett","Garrett Stubbs","HOU",596117,2021,-1.143454263,-0.552521413,-0.405742263,-0.706916746,-0.678334682,-0.253814319,-0.629532178,-0.57571644,-1.071443357,1.74447806,-1.906554814,-1.19977291,-0.845753992,0.836232705
"Vogelbach"," Daniel","Daniel Vogelbach","MIL",596129,2021,0.611780868,2.184274865,0.161738007,0.307962039,0.867440234,0.022609304,-0.629532178,-0.57571644,0.523228566,-0.702738134,0.29650322,0.388913813,0.832983142,-1.388422152
"Weaver"," Luke","Luke Weaver","ARI",596133,2021,-1.143454263,-0.744577293,-1.342744569,-1.610575938,-1.518429745,-0.91154955,-0.629532178,-0.57571644,-1.071443357,1.74447806,0.274137149,-1.19977291,0.010072783,-0.002291049
"Sanchez"," Gary","Gary Sanchez","NYY",596142,2021,1.37457234,1.007932605,-0.036220227,0.59991347,0.396986998,0.605939604,-0.629532178,-0.57571644,1.017313157,-0.702738134,0.397150541,1.454496371,0.602568242,-0.817997829
"Kepler"," Max","Max Kepler","MIN",596146,2021,0.726690634,0.815876726,0.056160282,0.530401224,0.385785731,0.360007992,0.278593407,0.565037327,-0.803169113,-0.702738134,0.497797863,0.892643749,-0.68117192,0.379893247
"Gomber"," Austin","Austin Gomber","COL",596295,2021,-1.143454263,-1.248723976,-1.48791394,-1.687039408,-1.977681713,-1.336616524,-0.629532178,-0.57571644,0.714256957,1.74447806,-1.056644101,-1.19977291,1.985057646,-1.84476161
"Quinn"," Roman","Roman Quinn","PHI",596451,2021,-1.143454263,0.503785922,-0.44533391,-0.338501845,0.385785731,-1.170703275,4.394452915,3.030537404,-1.071443357,-0.702738134,0.274137149,-0.61854606,-1.701580766,1.862996485
"Franco"," Maikel","Maikel Franco","BAL",596748,2021,0.079985501,-0.624542368,0.042963067,0.1272302,-0.207881447,0.486108676,-0.629532178,-0.57571644,0.747413212,-0.702738134,-0.307380708,-0.211687265,0.898815971,-0.989125126
"Garcia"," Robel","Robel Garcia","HOU",596825,2021,-0.747882414,-0.19241664,-0.735672652,-0.894599809,-0.64473088,-0.46141451,-0.629532178,-0.57571644,0.00671535,0.520869963,-1.246755708,-0.909159485,-0.648255505,0.208765951
"Choi"," Ji-Man","Ji-Man Choi","TB",596847,2021,0.644285231,1.728142152,0.293710162,0.516498775,0.856238966,1.093233612,-0.629532178,-0.57571644,0.035967693,-0.702738134,0.933936255,0.621404553,-0.055760046,-0.760955397
"Bradley Jr."," Jackie","Jackie Bradley Jr.","MIL",598265,2021,-0.493367174,-0.264437595,-0.577306066,-0.526184908,-0.398302994,-0.473571649,0.448911903,0.609647423,0.109795115,-0.702738134,-0.32974678,-0.231061494,-0.483673433,0.265808383
"Motter"," Taylor","Taylor Motter","COL",600301,2021,-1.143454263,0.647827832,-0.194586814,-0.199477354,0.049747706,-1.127014523,-0.629532178,-0.57571644,1.126341619,-0.702738134,0.274137149,-0.114816124,-0.220342118,0.151723519
"La Stella"," Tommy","Tommy La Stella","SF",600303,2021,0.190701744,-0.048374731,0.57085169,0.474791428,0.385785731,0.38683689,-0.445655513,-0.57571644,-0.032490457,-0.702738134,0.620811255,0.001429246,0.240487683,-1.046167558
"Severino"," Pedro","Pedro Severino","BAL",600474,2021,0.07352936,0.119674164,0.544457258,0.321864488,0.408188266,0.351782007,-0.629532178,-0.57571644,0.285500426,-0.702738134,0.29650322,0.272668443,0.010072783,-0.475743236
"Nunez"," Renato","Renato Nunez","DET",600524,2021,2.02112061,-1.392765885,-0.234178461,0.940523473,-0.599925809,0.69520366,-0.629532178,-0.57571644,1.084874,-0.702738134,-1.034278029,-0.676668745,-0.220342118,0.151723519
"Candelario"," Jeimer","Jeimer Candelario","DET",600869,2021,0.06101588,0.671834817,0.847993217,0.738937961,0.889842769,0.2976506,-0.629532178,-0.57571644,-0.045547327,-0.702738134,0.866838041,0.543907639,-0.187425704,0.265808383
"Daza"," Yonathan","Yonathan Daza","COL",602074,2021,-0.864845523,-0.312451564,0.993162588,0.1272302,0.609811081,-0.024302472,-0.250968378,-0.258691206,0.637133675,1.394875746,0.162306791,-0.812288343,-0.779921163,0.893275137
"Urias"," Ramon","Ramon Urias","BAL",602104,2021,-0.02317061,0.455771952,0.953570941,0.52345,1.001855444,0.716916539,-0.247248491,-0.415646231,-0.417140933,-0.702738134,0.397150541,0.679527238,-0.121592875,0.151723519
"Rondon"," Jose","Jose Rondon","STL",602922,2021,0.428943879,0.311730043,0.742415492,0.530401224,0.565006011,0.159619263,0.310180378,0.60471571,-0.357163231,-0.702738134,0.508980898,-0.308558407,-0.220342118,0.493978112
"Ahmed"," Nick","Nick Ahmed","ARI",605113,2021,-0.660382651,-0.0963887,0.188132438,0.016010607,0.083351508,-0.226499732,0.299093277,0.331565184,0.113537486,0.928739329,-0.32974678,-0.73479143,-0.352007776,0.608062976
"Anderson"," Brian","Brian Anderson","MIA",605119,2021,0.116263829,0.527792907,0.557654474,0.287108365,0.733025024,0.278638018,0.135711225,0.385554016,-0.090457775,-0.702738134,0.341235363,0.292042671,-0.286174947,0.151723519
"Barnes"," Austin","Austin Barnes","LAD",605131,2021,0.114464251,0.311730043,0.108949144,0.057717955,0.296175591,0.203259469,-0.223374537,-0.320616337,0.642828945,1.74447806,-0.128452137,-0.405429548,0.010072783,0.094681086
"Bell"," Josh","Josh Bell","WSH",605137,2021,1.129892429,0.911904666,0.716021061,0.968328371,0.845037699,1.238331501,-0.629532178,-0.57571644,1.452920149,-0.702738134,-0.262648565,0.505159183,0.306320512,-0.304615939
"Betts"," Mookie","Mookie Betts","LAD",605141,2021,0.926082627,1.151974515,0.755612708,1.044791841,1.069063049,0.266736135,0.382340621,0.271668351,-0.458327354,-0.702738134,0.240588041,0.3114169,-0.319091361,0.208765951
"Caratini"," Victor","Victor Caratini","SD",605170,2021,-0.205708842,0.527792907,0.267315731,-0.095208985,0.419389533,0.347174105,-0.381969635,-0.264737531,1.301883559,-0.702738134,0.028110363,0.117674616,0.602568242,-1.046167558
"Davies"," Zach","Zach Davies","CHC",605200,2021,-1.143454263,-1.824891613,-0.405742263,-1.117038995,-1.518429745,-0.91154955,-0.629532178,-0.57571644,-1.071443357,1.74447806,-0.967179815,-1.19977291,1.721726331,-1.616591881
"Davis"," J.D.","J.D. Davis","NYM",605204,2021,0.02779203,0.911904666,1.032754235,0.690279389,1.259484596,0.336455181,-0.461477838,-0.364612794,0.205482024,-0.702738134,0.710275541,1.202631402,0.14173844,0.094681086
"Garcia"," Aramis","Aramis Garcia","OAK",605244,2021,0.28599859,-1.560814779,-0.023023011,-0.129965108,-0.420705529,-0.341778903,-0.629532178,-0.57571644,1.525938892,1.74447806,-0.385661958,-0.26980995,0.734233899,-0.532785668
"Houser"," Adrian","Adrian Houser","MIL",605288,2021,0.853241807,-0.792591262,-1.791449898,-0.852892462,-1.820863968,-0.950360003,-0.629532178,-0.57571644,-1.071443357,1.74447806,-0.25146553,1.570741741,0.010072783,-0.002291049
"Lopez"," Jack","Jack Lopez","BOS",605346,2021,-1.143454263,-0.312451564,-0.696081006,-0.199477354,-0.935963835,-1.804190212,-0.629532178,-0.57571644,-1.071443357,1.74447806,1.515454112,0.950766434,0.010072783,-0.002291049
"Machin"," Vimael","Vimael Machin","OAK",605353,2021,-1.143454263,0.119674164,-1.078800257,-1.471551447,-0.924762567,-1.273430895,-0.629532178,-0.57571644,2.499957271,1.74447806,-1.123742315,-0.38605532,0.075905611,-0.133488643
"Martini"," Nick","Nick Martini","CHC",605361,2021,-1.143454263,1.368037379,0.834796001,-0.275940824,0.945849106,-0.058581787,0.220432562,-0.57571644,-1.071443357,-0.702738134,1.560186255,0.137048845,0.602568242,-0.646870533
"Musgrove"," Joe","Joe Musgrove","SD",605397,2021,-1.143454263,-1.392765885,-0.92043367,-1.117038995,-1.473624675,-1.459662227,-0.629532178,-0.57571644,-1.071443357,1.255034821,-1.414501243,-1.19977291,0.010072783,-0.07644621
"Nola"," Aaron","Aaron Nola","PHI",605400,2021,-1.143454263,0.455771952,-0.841250377,-1.061429198,-0.73434102,-0.557327063,-0.629532178,-0.57571644,-1.071443357,1.438576035,-0.25146553,-1.19977291,1.359645772,-1.331379719
"Panik"," Joe","Joe Panik","MIA",605412,2021,-0.61043796,-0.24043061,0.016568635,-0.366306743,-0.073466237,-0.428759441,-0.229666242,-0.073419643,1.107716336,0.520869963,0.330052327,-0.909159485,-0.121592875,-0.304615939
"Perez"," Michael","Michael Perez","PIT",605421,2021,0.254232961,0.143681149,-0.841250377,-0.324599396,-0.566322007,-0.018908869,-0.362809977,-0.57571644,0.016983498,-0.702738134,-0.139635173,0.020803475,0.635484656,-0.932082694
"Ross"," Joe","Joe Ross","WSH",605452,2021,-1.143454263,-1.200710006,0.57085169,-0.602648378,-0.174277644,-0.293567537,-0.629532178,-0.57571644,-1.071443357,1.74447806,-0.531041422,-1.19977291,-0.483673433,0.43693568
"Snell"," Blake","Blake Snell","SD",605483,2021,-1.143454263,-1.824891613,-1.171180766,-1.520210019,-1.832065235,-1.804190212,-0.629532178,-0.57571644,0.609215779,1.74447806,-0.654054815,-1.19977291,4.289206653,-3.441949712
"Thompson"," Zach","Zach Thompson","MIA",605507,2021,-1.143454263,-1.824891613,-0.973222533,-0.950209605,-1.798461433,-1.804190212,-0.629532178,-0.57571644,-1.071443357,1.74447806,-2.208496778,-1.19977291,1.622977088,-1.559549448
"Woodruff"," Brandon","Brandon Woodruff","MIL",605540,2021,-1.143454263,-0.576528398,-1.210772413,-1.541063692,-1.305605662,-1.127014523,-0.629532178,-0.57571644,-1.071443357,1.74447806,-0.553407494,-1.19977291,4.684203626,-3.670119441
"Zimmer"," Bradley","Bradley Zimmer","CLE",605548,2021,-0.021564835,0.239709088,0.267315731,0.05076673,0.598609814,0.170905532,1.537539715,1.692779849,-0.498108129,-0.702738134,-0.050170887,0.621404553,-1.174918135,1.520741892
"Castro"," Harold","Harold Castro","DET",605612,2021,-0.744115032,-0.840605232,1.006359804,0.155035098,0.396986998,0.339200665,-0.367861334,-0.411365822,0.198387965,0.384913506,1.470721969,-0.579797603,0.010072783,-0.304615939
"Arcia"," Orlando","Orlando Arcia","ATL",606115,2021,-0.108130384,0.071660194,-0.11540352,-0.192526129,-0.151875109,1.284948293,-0.036533532,0.169186523,0.339480347,-0.702738134,-0.609322672,-0.579797603,0.14173844,0.037638654
"Tapia"," Raimel","Raimel Tapia","COL",606132,2021,-0.626855265,-0.024367746,0.874387648,0.245401018,0.609811081,0.038032553,1.407941264,1.393051845,-0.132758987,-0.213294895,-1.246755708,-0.792914115,-1.174918135,0.893275137
"Aquino"," Aristides","Aristides Aquino","CIN",606157,2021,1.266351304,1.344030394,-0.220981245,0.495645101,0.307376858,0.409908705,0.263407365,-0.014877637,-1.071443357,-0.702738134,0.095208577,1.68698711,-0.352007776,0.893275137
"Hernandez"," Teoscar","Teoscar Hernandez","TOR",606192,2021,1.296145271,-0.360465534,1.177923606,1.30198715,0.833836431,2.024413131,0.428722842,0.421289171,-0.551966907,-0.702738134,0.699092505,1.435122142,-0.747004748,1.007360002
"Mercedes"," Yermin","Yermin Mercedes","CWS",606213,2021,0.079522084,-0.000360761,0.847993217,0.467840203,0.632213616,0.969128512,-0.47108362,-0.57571644,0.595210289,-0.702738134,0.508980898,0.19517153,0.108822026,-0.190531075
"Peraza"," Jose","Jose Peraza","NYM",606299,2021,0.628261948,-0.432486489,-0.036220227,0.301010814,-0.062264969,0.746211707,-0.297132137,-0.158167805,0.940613357,-0.702738134,0.016927327,-0.366681092,-0.417840604,0.493978112
"Marte"," Ketel","Ketel Marte","ARI",606466,2021,0.583100577,0.167688134,1.468262349,1.357596946,1.181075724,0.821223533,-0.436388521,-0.333096523,0.273083952,-0.702738134,0.29650322,0.524533411,-0.154509289,-0.019403778
"Greiner"," Grayson","Grayson Greiner","DET",606988,2021,-0.561084576,0.815876726,0.386090672,-0.02569674,0.508999674,-0.127767483,-0.629532178,-0.57571644,-1.071443357,1.74447806,0.016927327,-0.26980995,0.405069755,-0.133488643
"Haase"," Eric","Eric Haase","DET",606992,2021,1.484675599,-0.19241664,0.320104594,0.850157554,0.161760381,1.339966693,-0.379611378,-0.261775175,0.719344403,-0.702738134,0.564896077,1.454496371,-0.220342118,0.665105409
"Hager"," Jake","Jake Hager","ARI",606993,2021,-1.143454263,1.368037379,-1.210772413,-1.541063692,-0.431906797,-0.494983889,-0.629532178,-0.57571644,-1.071443357,-0.702738134,2.141704112,-1.19977291,-0.286174947,0.208765951
"Nimmo"," Brandon","Brandon Nimmo","NYM",607043,2021,-0.111315979,1.536086273,1.125134744,0.697230613,1.427503609,-0.379665206,0.166161169,-0.020427248,-0.54397497,1.74447806,0.385967506,-0.424803777,-1.20783455,1.235529731
"Peterson"," Jace","Jace Peterson","MIL",607054,2021,-0.172088622,1.199988484,0.531260043,0.210644895,0.856238966,0.211640714,0.79564847,1.051791932,-0.850816283,-0.702738134,0.37478447,-0.192313037,-0.779921163,0.779190273
"Wilson"," Jacob","Jacob Wilson","HOU",607111,2021,-1.143454263,-0.672556338,-0.748869868,-0.25508715,-0.9135613,-0.869042835,-0.629532178,-0.57571644,1.785677145,-0.702738134,-2.130215528,-0.056693439,0.536735413,-0.5898281
"Fedde"," Erick","Erick Fedde","WSH",607200,2021,-1.143454263,-1.27273096,-2.728452204,-2.340454516,-2.784172973,-1.347490333,-0.629532178,-0.57571644,-1.071443357,1.336608693,-2.655818207,-1.19977291,1.030481629,-1.046167558
"Turner"," Trea","Trea Turner","WSH",607208,2021,0.829751269,-0.312451564,1.600234505,1.385401844,1.158673189,0.536573395,1.450171004,1.68369649,0.657234603,-0.702738134,0.419516613,0.233919986,-1.438249451,2.262293511
"Gant"," John","John Gant","STL",607231,2021,-1.143454263,-1.824891613,-2.728452204,-2.340454516,-3.041802126,-1.804190212,-0.629532178,-0.57571644,-1.071443357,1.74447806,-1.213206601,-1.19977291,0.010072783,-0.002291049
"Smith"," Kevan","Kevan Smith","ATL",607345,2021,-1.143454263,0.431764968,-0.511319988,-0.950209605,-0.297491587,-1.248395073,-0.629532178,-0.57571644,0.733053781,-0.702738134,-0.475126244,-0.889785257,0.832983142,-0.760955397
"Beaty"," Matt","Matt Beaty","LAD",607461,2021,0.295341402,0.215702103,0.834796001,0.453937754,1.024257979,1.552749063,0.011678765,-0.172983707,-0.231113818,-0.702738134,-0.441577137,-0.463552233,-0.319091361,0.208765951
"Blandino"," Alex","Alex Blandino","CIN",607468,2021,-1.143454263,0.527792907,-0.089009089,-0.553989806,0.508999674,-0.606745405,-0.105702258,0.082299328,-1.071443357,-0.702738134,0.274137149,-1.19977291,1.096314457,-0.989125126
"Freeland"," Kyle","Kyle Freeland","COL",607536,2021,-1.143454263,-0.624542368,-0.32655897,-0.866794911,-0.801548625,0.159619263,-0.629532178,-0.57571644,-1.071443357,1.255034821,-1.325036958,-1.19977291,1.030481629,-1.046167558
"Pillar"," Kevin","Kevin Pillar","NYM",607680,2021,0.791804983,-1.056668096,0.320104594,0.544303673,0.060948973,0.855724642,0.362103657,0.136087131,-0.192329378,-0.702738134,0.430699648,0.214545758,-0.516589848,0.493978112
"Stallings"," Jacob","Jacob Stallings","PIT",607732,2021,-0.24654268,0.93591165,0.518062827,0.224547344,0.710622489,0.633325065,-0.629532178,-0.57571644,0.456428574,-0.702738134,0.699092505,-0.327932635,1.063398043,-1.502507016
"Ramirez"," Jose","Jose Ramirez","CLE",608070,2021,1.591151189,0.887897681,0.782007139,1.399304293,0.934647839,1.376193067,1.240028834,1.469728121,0.274301828,-0.702738134,0.285320184,0.950766434,-0.747004748,0.836232705
"Bregman"," Alex","Alex Bregman","HOU",608324,2021,0.302429102,0.815876726,0.834796001,0.592962245,0.934647839,0.896047817,-0.533641784,-0.455262474,1.063186913,-0.702738134,0.330052327,0.040177703,0.372153341,-0.646870533
"De Jong"," Chase","Chase De Jong","PIT",608328,2021,-1.143454263,-1.824891613,-1.633083312,-1.179600016,-2.291317203,-1.804190212,-0.629532178,-0.57571644,-1.071443357,1.74447806,-1.213206601,-1.19977291,1.227980115,-1.217294855
"Fried"," Max","Max Fried","ATL",608331,2021,-1.143454263,-0.384472519,0.874387648,-0.067404087,0.139357846,-0.338660746,-0.629532178,-0.57571644,-1.071443357,1.74447806,0.028110363,-1.19977291,0.306320512,-0.361658372
"Gallo"," Joey","Joey Gallo","TEX",608336,2021,2.056070744,2.496365669,-0.102206305,0.843206329,0.889842769,0.650571632,-0.251675725,-0.101067141,-0.382980572,-0.702738134,-0.206733387,2.326336645,-0.121592875,0.379893247
"Kelly"," Carson","Carson Kelly","ARI",608348,2021,0.649631342,1.12796753,0.438879534,0.516498775,0.800232629,0.712111628,-0.629532178,-0.57571644,0.808241193,-0.702738134,0.788556791,0.447036498,0.767150313,-0.646870533
"Seager"," Corey","Corey Seager","LAD",608369,2021,0.757083622,0.98392562,1.309895762,1.281133476,1.371497271,0.932659176,-0.460537173,-0.469573794,0.223568796,-0.702738134,0.643177327,1.202631402,0.108822026,-0.133488643
